Epoch,D_Loss,G_Loss,L1_Loss,VGG_Loss,SSIM,PSNR
0,0.5275167249606715,33.21795407104492,12.451142496815434,19.567282034697357,0.71631104,17.097555964253708
1,0.5849642692583579,20.373539556715222,5.229528572788945,14.180638403998481,0.8349126,20.629291718927494
2,0.5742623872933564,19.2561881914492,4.728635559011389,13.499898944996021,0.8442255,21.11291433565869
3,0.5535507080908175,18.51656593040184,4.338925480665984,13.071635798984104,0.8520774,21.498017039558636
4,0.5180194993019104,18.094299740826642,4.123371808935095,12.717779269465694,0.8566207,21.7760217515295
5,0.49534599755428455,17.760539882801197,3.957005321785256,12.431189106976545,0.8603307,21.999126127855302
6,0.47932329229513804,17.615077378732188,3.838729366938273,12.293886401423702,0.86273515,22.127177552232673
7,0.46344082377133544,17.397843910499855,3.746675259696113,12.058407553213614,0.8647202,22.288145522594025
8,0.38026751271883646,17.540746184455024,3.6702476684429026,11.882900934007433,0.866323,22.451494446036712
9,0.3715352854044349,17.578705284966365,3.6836442019144693,11.73809965854221,0.86654,22.523076337971734
10,0.3744776656539352,17.39528240910283,3.6567957998205114,11.572356836672183,0.8675067,22.61885677230039
11,0.36290569083889324,17.274042474534777,3.5861489750191016,11.44105905010082,0.8692968,22.726216112287553
12,0.35183108323812484,17.17763535619665,3.5459872498688876,11.299829722369159,0.87040424,22.819714731493566
13,0.31989429213161824,17.230589869463884,3.4952703538824013,11.214971809528492,0.87174004,22.902155500756418
14,0.29453049045470026,17.659837514241538,3.5339843686421712,11.344581677189579,0.8710981,22.844833352467308
15,0.30423980630106395,17.530027620951333,3.5065878134833444,11.235372013233325,0.8720807,22.929609237496564
16,0.31173921437009616,17.398053686353894,3.482763803270128,11.130781164805095,0.87288064,22.98870980918514
17,0.2995972738277029,17.421606429771142,3.4946740139855277,11.084457733295581,0.87282676,23.00278028416516
18,0.297944987544307,17.44079722934299,3.4800624798668753,11.086302232530382,0.8733107,23.013400528590733
19,0.3307817289558826,17.123722820140696,3.3948615655545833,10.909918849238643,0.8750522,23.139564337123176
20,0.30170617515455794,17.143264020001446,3.380435283448961,10.870425004040753,0.8754845,23.1714872252323
21,0.2929630443299258,17.32852501989294,3.393361308839586,11.010766215571651,0.87490785,23.099808766518322
22,0.29436988365484607,17.30468656017162,3.381860116676048,10.937820373959012,0.8752859,23.13265918627089
23,0.2810995403202596,17.289338877925168,3.3412264641655818,10.901185743543836,0.8763263,23.170702049711466
24,0.29154286849940264,17.32849626385724,3.3384804544802065,10.903315027166295,0.87627834,23.1826936193974
25,0.27153288327930153,17.231563388965746,3.3099449470661306,10.835347541950368,0.8768684,23.228573569797398
26,0.25967407815213556,17.37184927255136,3.3199514444845692,10.82090769958496,0.8768312,23.23049662137599
27,0.28902767371772614,17.2819725861726,3.2984396735297308,10.755730526535599,0.8773646,23.279915545409878
28,0.25425980235994966,17.295225387573243,3.2684397374612315,10.725065089473018,0.8781859,23.31897614505503
29,0.25366861702308613,17.466464202033148,3.2968358598638465,10.804823203899243,0.87744874,23.249196333078388
30,0.2571753716667493,17.38107088498716,3.256032283924244,10.741280789551912,0.8782288,23.317515948617242
31,0.25549107031358614,17.35141694556342,3.254192416791563,10.691143785123472,0.8784516,23.348123598890936
32,0.2571953819327884,17.40679562858299,3.240224136564467,10.684474470774333,0.87865376,23.342601046679032
33,0.23171388638516266,17.410993287828234,3.227298300495854,10.674752572518807,0.87906367,23.360695746019676
34,0.22851422758428036,17.450895805076318,3.2261048493561924,10.633584913748281,0.8790997,23.388813680028424
35,0.23391397818260723,17.51041125064426,3.2160774618078163,10.65102009653162,0.8792743,23.379168909889366
36,0.22432288345032267,17.438606588858146,3.198707372594763,10.560634070502386,0.87999433,23.437826512558697
37,0.22280523564156007,17.437325287995517,3.2051420180002848,10.530282969863327,0.87995803,23.460145917340178
38,0.3217504340406093,16.91087948184543,3.164733598002681,10.419512858779342,0.88110304,23.566088242412857
39,0.21335688974349587,17.38231103911223,3.1743682951044154,10.46643641252871,0.8806881,23.514750034693403
40,0.21662477848720219,17.446225798712835,3.1779696253317375,10.473694921988027,0.88070625,23.51427893582993
41,0.2699096171553764,17.0994012648971,3.145745572196113,10.358151371426052,0.8814801,23.594827125610937
42,0.21786424210529637,17.495756157769097,3.1656506714997468,10.489266711764865,0.8809356,23.497983073002693
43,0.20631490498091334,17.512765782956723,3.1722342365406178,10.429821124889232,0.8808515,23.5551212855756
44,0.21316183186722573,17.288946109630444,3.1273858741477683,10.290618852262144,0.88220775,23.661426454771675
45,0.2420255150542491,17.154889317547834,3.109777423646715,10.21743412540577,0.8826487,23.70649769114239
46,0.21718566627234773,17.132835708618163,3.095833467554163,10.15799335832949,0.8830084,23.749499995166023
47,0.22280327355116605,17.151732030797888,3.1055344968018708,10.151501016122323,0.8829248,23.741705140108966
48,0.20847223991928276,17.20980449733028,3.093196434162281,10.109633875105116,0.8832348,23.77279495274234
49,0.21488977758586406,17.18406025978371,3.085281405484235,10.118495825449626,0.8833645,23.775343487017565
